zfish_symbol	human_symbol	orthology_type	confidence	n_human_partners
gtpbp1	GTPBP1	ortholog_one2many	1	1
gtpbp10	GTPBP10	ortholog_one2one	1	1
gtpbp1l	GTPBP1	ortholog_one2many	1	1
gtpbp3	GTPBP3	ortholog_one2one	1	1
gtpbp4	GTPBP4	ortholog_one2one	1	1
gtse1	GTSE1	ortholog_one2one	0	1
guca1b	GUCA1B	ortholog_one2one	1	1
guca1c	GUCA1C	ortholog_many2many	0	2
guca1c	HPCAL4	ortholog_many2many	0	2
guca1g	GUCA1C	ortholog_many2many	0	2
guca1g	HPCAL4	ortholog_many2many	0	2
gucd1	GUCD1	ortholog_one2one	1	1
guk1a	GUK1	ortholog_one2many	1	1
guk1b	GUK1	ortholog_one2many	1	1
gulp1a	GULP1	ortholog_one2many	1	1
gxylt1b	GXYLT1	ortholog_one2many	1	1
gxylt2	GXYLT2	ortholog_one2one	1	1
gyg1a	GYG1	ortholog_one2many	1	1
gyg1b	GYG1	ortholog_one2many	1	1
gyg2	GYG2	ortholog_one2one	0	1
gypc	GYPC	ortholog_one2one	1	1
gys1	GYS1	ortholog_one2one	1	1
gys2	GYS2	ortholog_one2one	1	1
h3f3c	H3-3B	ortholog_one2one	1	1
haao	HAAO	ortholog_one2one	1	1
habp2	C1RL	ortholog_many2many	0	5
habp2	KLK10	ortholog_many2many	0	5
habp2	KLKB1	ortholog_many2many	0	5
habp2	PRSS51	ortholog_many2many	0	5
habp2	PRSS55	ortholog_many2many	0	5
hacd2	HACD2	ortholog_one2one	1	1
hacd3	HACD3	ortholog_one2one	1	1
hacl1	HACL1	ortholog_one2one	1	1
hadh	HADH	ortholog_one2one	1	1
hadhaa	HADHA	ortholog_one2many	0	1
hadhab	HADHA	ortholog_one2many	1	1
hadhb	HADHB	ortholog_one2one	1	1
hagh	HAGH	ortholog_one2one	1	1
hal	HAL	ortholog_one2one	1	1
hamp	HAMP	ortholog_one2one	0	1
hand2	HAND2	ortholog_one2one	1	1
hao1	HAO1	ortholog_one2one	1	1
hao2	HAO2	ortholog_one2one	1	1
hapln2	HAPLN2	ortholog_one2one	1	1
hapln3	HAPLN3	ortholog_one2one	1	1
hapln4	HAPLN4	ortholog_one2one	1	1
harbi1	HARBI1	ortholog_one2one	1	1
hars	HARS1	ortholog_one2many	1	2
hars	HARS2	ortholog_one2many	1	2
has1	HAS1	ortholog_one2one	1	1
has2	HAS2	ortholog_one2one	1	1
has3	HAS3	ortholog_one2one	1	1
hat1	HAT1	ortholog_one2one	1	1
haus1	HAUS1	ortholog_one2one	1	1
haus3	HAUS3	ortholog_one2one	1	1
haus4	HAUS4	ortholog_one2one	0	1
haus6	HAUS6	ortholog_one2one	0	1
hax1	HAX1	ortholog_one2one	0	1
hbaa1	HBB	ortholog_many2many	0	4
hbaa1	HBD	ortholog_many2many	0	4
hbaa1	HBG1	ortholog_many2many	0	4
hbaa1	HBG2	ortholog_many2many	0	4
hbae3	HBB	ortholog_many2many	0	4
hbae3	HBD	ortholog_many2many	0	4
hbae3	HBG1	ortholog_many2many	0	4
hbae3	HBG2	ortholog_many2many	0	4
hbbe1.1	HBE1	ortholog_one2many	1	1
hbbe2	HBE1	ortholog_one2many	1	1
hbbe3	HBE1	ortholog_one2many	0	1
hbegfa	HBEGF	ortholog_one2many	0	1
hbegfb	HBEGF	ortholog_one2many	1	1
hbl4	MBL2	ortholog_one2many	0	1
hbp1	HBP1	ortholog_one2one	1	1
hbs1l	HBS1L	ortholog_one2one	1	1
hccsa.1	HCCS	ortholog_one2many	1	1
hccsb	HCCS	ortholog_one2many	1	1
hcfc1a	KLHDC9	ortholog_one2many	0	1
hcfc1b	KLHDC9	ortholog_one2many	0	1
hcfc2	KLHDC9	ortholog_one2many	0	1
hcls1	HCLS1	ortholog_one2one	0	1
hcrt	HCRT	ortholog_one2one	1	1
hcrtr2	HCRTR2	ortholog_one2one	1	1
hdac1	HDAC1	ortholog_one2one	1	1
hdac10	HDAC10	ortholog_one2one	1	1
hdac11	HDAC11	ortholog_one2one	1	1
hdac4	HDAC4	ortholog_one2one	1	1
hdac8	HDAC8	ortholog_one2one	1	1
hdac9b	HDAC9	ortholog_one2one	1	1
hdc	HDC	ortholog_one2one	1	1
hddc2	HDDC2	ortholog_one2one	1	1
hddc3	HDDC3	ortholog_one2one	1	1
hdhd2	HDHD2	ortholog_one2one	1	1
hdhd3	HDHD3	ortholog_one2one	0	1
hdlbpa	HDLBP	ortholog_one2one	1	1
hdr	CD27	ortholog_many2many	0	12
hdr	LTBR	ortholog_many2many	0	12
hdr	TNFRSF10A	ortholog_many2many	0	12
hdr	TNFRSF10B	ortholog_many2many	0	12
hdr	TNFRSF10C	ortholog_many2many	0	12
hdr	TNFRSF10D	ortholog_many2many	0	12
hdr	TNFRSF11A	ortholog_many2many	0	12
hdr	TNFRSF14	ortholog_many2many	0	12
hdr	TNFRSF18	ortholog_many2many	0	12
hdr	TNFRSF25	ortholog_many2many	0	12
hdr	TNFRSF4	ortholog_many2many	0	12
hdr	TNFRSF8	ortholog_many2many	0	12
hdx	HDX	ortholog_one2one	0	1
heatr1	HEATR1	ortholog_one2one	1	1
heatr3	HEATR3	ortholog_one2one	1	1
heatr5a	HEATR5A	ortholog_one2one	1	1
heatr6	HEATR6	ortholog_one2one	1	1
hebp2	HEBP2	ortholog_one2many	1	1
heca	HECA	ortholog_one2one	1	1
hectd1	HECTD1	ortholog_one2one	1	1
hectd3	HECTD3	ortholog_one2one	1	1
hecw1b	HECW1	ortholog_one2many	1	1
hells	HELLS	ortholog_one2one	1	1
helq	HELQ	ortholog_one2one	1	1
helt	HELT	ortholog_one2one	1	1
helz	HELZ	ortholog_one2one	1	1
hemk1	HEMK1	ortholog_one2one	0	1
henmt1	HENMT1	ortholog_one2one	0	1
hepacam2	HEPACAM2	ortholog_one2one	1	1
hepacama	HEPACAM	ortholog_one2many	1	1
her1	HES7	ortholog_one2many	0	1
her11	HES7	ortholog_one2many	0	1
her13	HES6	ortholog_one2many	1	1
her3	HES3	ortholog_one2one	1	1
her4.2	HES5	ortholog_many2many	0	2
her4.2	HEYL	ortholog_many2many	0	2
her4.3	HES5	ortholog_many2many	0	2
her4.3	HEYL	ortholog_many2many	0	2
her6	HES1	ortholog_one2one	1	1
her7	HES5	ortholog_many2many	0	2
her7	HEYL	ortholog_many2many	0	2
her9	HES4	ortholog_one2one	1	1
herc3	HERC3	ortholog_one2one	1	1
herpud1	HERPUD1	ortholog_one2one	1	1
herpud2	HERPUD2	ortholog_one2one	1	1
hes2.2	HES2	ortholog_one2many	1	1
hes6	HES6	ortholog_one2many	1	1
hexa	HEXA	ortholog_one2one	1	1
hexb	HEXB	ortholog_one2one	1	1
hexim1	HEXIM1	ortholog_one2one	1	1
hey1	HEY1	ortholog_one2one	1	1
hey2	HEY2	ortholog_one2one	1	1
heyl	HES5	ortholog_many2many	0	2
heyl	HEYL	ortholog_many2many	0	2
hgd	HGD	ortholog_one2one	1	1
hgfa	HGF	ortholog_one2many	0	1
hgh1	HGH1	ortholog_one2one	1	1
hgs	HGS	ortholog_one2one	1	1
hhat	HHAT	ortholog_one2one	1	1
hhatla	HHATL	ortholog_one2many	1	1
hhatlb	HHATL	ortholog_one2many	1	1
hhip	HHIP	ortholog_one2one	1	1
hibadhb	HIBADH	ortholog_one2one	1	1
hibch	HIBCH	ortholog_one2one	1	1
hic1	HIC1	ortholog_one2many	1	1
hic2	HIC2	ortholog_one2one	1	1
hif1aa	HIF1A	ortholog_one2many	1	1
hif1ab	HIF1A	ortholog_one2many	1	1
hif1al	HIF3A	ortholog_one2one	0	1
hif1an	HIF1AN	ortholog_one2one	1	1
higd1a	HIGD1A	ortholog_one2many	0	3
higd1a	HIGD1B	ortholog_one2many	0	3
higd1a	HIGD1C	ortholog_one2many	0	3
higd2a	HIGD2A	ortholog_one2many	1	2
higd2a	HIGD2B	ortholog_one2many	1	2
hinfp	HINFP	ortholog_one2one	1	1
hint2	HINT2	ortholog_one2one	1	1
hip1	HIP1	ortholog_one2one	1	1
hip1ra	HIP1R	ortholog_one2many	0	1
hip1rb	HIP1R	ortholog_one2many	1	1
hipk2	HIPK2	ortholog_one2one	1	1
hipk3b	HIPK3	ortholog_one2one	1	1
hirip3	HIRIP3	ortholog_one2one	0	1
hist2h2l	H2BC1	ortholog_one2many	0	1
hivep2a	HIVEP2	ortholog_one2one	1	1
hk1	HK1	ortholog_one2one	1	1
hk2	HK2	ortholog_one2one	1	1
hkdc1	HKDC1	ortholog_one2one	1	1
hlfa	HLF	ortholog_one2many	1	1
hlfb	HLF	ortholog_one2many	1	1
hlx1	HLX	ortholog_one2one	1	1
hm13	HM13	ortholog_one2one	1	1
hmbox1a	HMBOX1	ortholog_one2many	1	1
hmbsa	HMBS	ortholog_one2many	1	1
hmbsb	HMBS	ortholog_one2many	1	1
hmces	HMCES	ortholog_one2one	1	1
hmcn1	HMCN1	ortholog_one2one	1	1
hmg20a	HMG20A	ortholog_one2one	1	1
hmg20b	HMG20B	ortholog_one2one	1	1
hmga2	HMGA2	ortholog_one2one	1	1
hmgb1a	HMGB1	ortholog_many2many	1	2
hmgb1a	HMGB1P1	ortholog_many2many	1	2
hmgb1b	HMGB1	ortholog_many2many	0	2
hmgb1b	HMGB1P1	ortholog_many2many	0	2
hmgb2a	HMGB2	ortholog_one2one	1	1
hmgb3a	HMGB3	ortholog_one2many	1	1
hmgb3b	HMGB3	ortholog_one2many	1	1
hmgcl	HMGCL	ortholog_one2one	1	1
hmgcll1	HMGCLL1	ortholog_one2one	1	1
hmgcra	HMGCR	ortholog_one2many	1	1
hmgcrb	HMGCR	ortholog_one2many	1	1
hmgcs1	HMGCS1	ortholog_one2one	1	1
hmgn2	HMGN3	ortholog_one2one	0	1
hmgxb4a	HMGXB4	ortholog_one2one	1	1
hmmr	HMMR	ortholog_one2one	0	1
hmox1a	HMOX1	ortholog_one2one	1	1
hmox2a	HMOX2	ortholog_one2many	1	1
hmx1	HMX1	ortholog_one2one	0	1
hmx2	HMX2	ortholog_one2one	1	1
hmx3a	HMX3	ortholog_one2one	1	1
hmx4	HOXA9	ortholog_one2one	0	1
hnf1ba	HNF1B	ortholog_one2many	1	1
hnf1bb	HNF1B	ortholog_one2many	1	1
hnf4a	HNF4A	ortholog_one2one	1	1
hnf4g	HNF4G	ortholog_one2one	1	1
hnmt	HNMT	ortholog_one2one	1	1
hnrnpa0a	HNRNPA3	ortholog_one2many	0	1
hnrnpa0b	HNRNPA3	ortholog_one2many	0	1
hnrnpa0l	HNRNPA3	ortholog_one2many	0	1
hnrnpa1b	HNRNPA1	ortholog_one2many	1	3
hnrnpa1b	HNRNPA1L2	ortholog_one2many	1	3
hnrnpa1b	HNRNPA1L3	ortholog_one2many	1	3
hnrnpaba	HNRNPAB	ortholog_one2many	1	1
hnrnpabb	HNRNPAB	ortholog_one2many	1	1
hnrnpc	RALYL	ortholog_one2many	0	1
hnrnpd	HNRNPD	ortholog_one2one	1	1
hnrnph3	HNRNPH3	ortholog_one2one	0	1
hnrnpk	HNRNPK	ortholog_one2many	1	1
hnrnpl2	HNRNPL	ortholog_one2many	0	1
hnrnpm	HNRNPM	ortholog_one2one	1	1
hnrnpr	HNRNPR	ortholog_one2one	0	1
hnrnpub	HNRNPU	ortholog_one2many	1	1
hnrpkl	HNRNPK	ortholog_one2many	1	1
hoga1	HOGA1	ortholog_one2one	1	1
homer1b	HOMER1	ortholog_one2one	1	1
homer2	HOMER2	ortholog_one2one	0	1
homeza	HOMEZ	ortholog_one2many	0	1
homezb	HOMEZ	ortholog_one2many	0	1
hook1	HOOK1	ortholog_one2one	1	1
hook2	HOOK2	ortholog_one2many	0	1
hopx	HOPX	ortholog_one2one	1	1
hormad1	HORMAD1	ortholog_one2many	1	2
hormad1	HORMAD2	ortholog_one2many	0	2
hoxa11a	HOXA11	ortholog_one2many	1	1
hoxa11b	HOXA11	ortholog_one2many	1	1
hoxa1a	HOXA1	ortholog_one2one	1	1
hoxa3a	HOXA3	ortholog_one2many	1	1
hoxa5a	HOXA5	ortholog_one2one	1	1
hoxb13a	HOXB13	ortholog_one2one	1	1
hoxb1b	HOXB1	ortholog_one2one	0	1
hoxb2a	HOXB2	ortholog_one2one	1	1
hoxb3a	HOXB3	ortholog_one2one	1	1
hoxb4a	HOXB4	ortholog_one2one	1	1
hoxb5a	HOXB5	ortholog_one2many	1	1
hoxb5b	HOXB5	ortholog_one2many	1	1
hoxb6a	HOXB6	ortholog_one2one	1	1
hoxb7a	HOXB7	ortholog_one2one	1	1
hoxb8a	HOXB8	ortholog_one2many	1	1
hoxb8b	HOXB8	ortholog_one2many	0	1
hoxb9a	HOXB9	ortholog_one2one	1	1
hoxc10a	HOXC10	ortholog_one2one	1	1
hoxc11a	HOXC11	ortholog_one2one	1	1
hoxc12a	HOXC12	ortholog_one2many	1	1
hoxc12b	HOXC12	ortholog_one2many	1	1
hoxc13a	HOXC13	ortholog_one2many	1	1
hoxc13b	HOXC13	ortholog_one2many	1	1
hoxc3a	HOXA3	ortholog_one2many	0	1
hoxc4a	HOXC4	ortholog_one2one	1	1
hoxc5a	HOXC5	ortholog_one2one	1	1
hoxc6a	HOXC6	ortholog_one2many	1	1
hoxc6b	HOXC6	ortholog_one2many	1	1
hoxc8a	HOXC8	ortholog_one2one	1	1
hoxc9a	HOXC9	ortholog_one2one	1	1
hoxd10a	HOXD10	ortholog_one2one	1	1
hoxd11a	HOXD11	ortholog_one2many	1	1
hoxd12a	HOXD12	ortholog_one2one	1	1
hoxd3a	HOXD3	ortholog_one2one	1	1
hoxd4a	HOXD4	ortholog_one2one	1	1
hoxd9a	HOXD9	ortholog_one2one	1	1
hp1bp3	HP1BP3	ortholog_one2many	0	1
hpca	HPCA	ortholog_one2one	0	1
hpcal1	HPCAL1	ortholog_one2one	1	1
hpcal4	HPCAL4	ortholog_many2many	1	1
hpdb	HPD	ortholog_one2one	1	1
hpdl	HPDL	ortholog_one2many	0	1
hprt1	HPRT1	ortholog_one2one	1	1
hprt1l	PRTFDC1	ortholog_one2many	0	1
hps1	HPS1	ortholog_one2one	1	1
hps3	HPS3	ortholog_one2one	1	1
hps4	HPS4	ortholog_one2one	0	1
hps5	HPS5	ortholog_one2many	0	1
hpse	HPSE	ortholog_one2one	1	1
hrasa	HRAS	ortholog_one2many	1	1
hrasb	HRAS	ortholog_one2many	1	1
hrh2a	HRH2	ortholog_one2one	1	1
hs1bp3	HS1BP3	ortholog_one2one	0	1
hs2st1a	HS2ST1	ortholog_one2many	1	1
hs3st1l2	HS3ST3A1	ortholog_many2many	0	2
hs3st1l2	HS3ST3B1	ortholog_many2many	0	2
hs3st2	HS3ST2	ortholog_one2one	1	1
hs3st3b1a	HS3ST3A1	ortholog_many2many	0	3
hs3st3b1a	HS3ST3B1	ortholog_many2many	1	3
hs3st3b1a	NDST3	ortholog_many2many	0	3
hs3st4	HS3ST4	ortholog_one2one	1	1
hs6st1a	HS6ST1	ortholog_one2many	1	1
hs6st1b	HS6ST1	ortholog_one2many	1	1
hs6st2	HS6ST2	ortholog_one2one	1	1
hs6st3b	HS6ST3	ortholog_one2many	1	1
hsbp1a	HSBP1	ortholog_one2many	1	1
hsbp1b	HSBP1	ortholog_one2many	1	1
hsd11b1la	HSD11B1L	ortholog_one2many	0	1
hsd11b2	HSD11B2	ortholog_one2one	1	1
hsd17b1	HSD17B1	ortholog_one2one	0	1
hsd17b10	HSD17B10	ortholog_one2one	1	1
hsd17b12a	HSD17B12	ortholog_one2many	1	1
hsd17b12b	HSD17B12	ortholog_one2many	0	1
hsd17b14	HSD17B14	ortholog_one2one	0	1
hsd17b2	HSD17B2	ortholog_one2one	0	1
hsd17b3	HSD17B3	ortholog_one2one	1	1
hsd17b4	HSD17B4	ortholog_one2one	1	1
hsd17b7	HSD17B7	ortholog_one2one	1	1
hsd17b8	HSD17B8	ortholog_one2one	0	1
hsd3b2	HSD3B1	ortholog_many2many	0	2
hsd3b2	HSD3B2	ortholog_many2many	1	2
hsd3b7	HSD3B7	ortholog_one2one	1	1
hsdl1	HSDL1	ortholog_one2one	1	1
hsdl2	HSDL2	ortholog_one2one	1	1
hsf2	HSF2	ortholog_one2one	1	1
hsf4	HSF4	ortholog_one2one	1	1
hsh2d	HSH2D	ortholog_one2one	0	1
hsp70.1	HSPA2	ortholog_one2many	0	1
hsp70l	HSPA2	ortholog_one2many	0	1
hsp90aa1.1	HSP90AA1	ortholog_one2many	1	1
hsp90aa1.2	HSP90AA1	ortholog_one2many	1	1
hsp90ab1	HSP90AB1	ortholog_one2one	1	1
hsp90b1	HSP90B1	ortholog_one2one	1	1
hspa12a	HSPA12A	ortholog_one2one	1	1
hspa12b	HSPA12B	ortholog_one2one	1	1
hspa13	HSPA13	ortholog_one2one	1	1
hspa14	HSPA14	ortholog_one2one	1	1
hspa4a	HSPA4	ortholog_one2many	1	1
hspa4b	HSPA4	ortholog_one2many	1	1
hspa5	HSPA5	ortholog_one2one	1	1
hspa8	HSPA8	ortholog_one2many	1	1
hspa9	HSPA9	ortholog_one2one	1	1
hspb1	HSPB1	ortholog_one2one	1	1
hspb2	HSPB2	ortholog_one2one	1	1
hspb3	HSPB3	ortholog_one2one	1	1
hspb6	HSPB6	ortholog_one2one	0	1
hspb7	HSPB7	ortholog_one2one	1	1
hspb8	HSPB8	ortholog_one2one	1	1
hspb9	HSPB9	ortholog_one2many	0	1
hspbap1	HSPBAP1	ortholog_one2one	1	1
hspbp1	HSPBP1	ortholog_one2one	1	1
hspd1	HSPD1	ortholog_one2one	1	1
hspe1	HSPE1	ortholog_one2one	1	1
htatip2	HTATIP2	ortholog_one2one	1	1
htatsf1	HTATSF1	ortholog_one2one	1	1
htr1ab	HTR1A	ortholog_one2one	1	1
htr1d	HTR1D	ortholog_one2one	1	1
htr2b	HTR2B	ortholog_one2one	1	1
htr2cl1	HTR2C	ortholog_one2many	0	1
htra1a	HTRA1	ortholog_one2many	1	1
htra1b	HTRA1	ortholog_one2many	1	1
htt	HTT	ortholog_one2one	1	1
hvcn1	HVCN1	ortholog_one2one	1	1
hyal1	HYAL1	ortholog_one2one	1	1
hyal3	HYAL3	ortholog_one2one	1	1
hyi	HYI	ortholog_one2one	1	1
hykk.2	HYKK	ortholog_one2many	1	1
hyou1	HYOU1	ortholog_one2one	1	1
hypk	HYPK	ortholog_one2one	1	1
iah1	IAH1	ortholog_one2one	1	1
iars2	IARS2	ortholog_one2one	1	1
iba57	IBA57	ortholog_one2one	1	1
ica1	ICA1	ortholog_one2one	1	1
ical1	ICA1L	ortholog_one2one	1	1
ice1	ICE1	ortholog_one2one	0	1
icmt	ICMT	ortholog_one2one	1	1
icn	S100A16	ortholog_one2many	0	1
icn2	S100A16	ortholog_one2many	0	1
id1	ID1	ortholog_one2one	1	1
id2a	ID2	ortholog_one2one	1	1
id3	ID3	ortholog_one2one	1	1
id4	ID4	ortholog_one2one	1	1
ide	IDE	ortholog_one2one	1	1
idh1	IDH1	ortholog_one2one	1	1
idh2	IDH2	ortholog_one2one	1	1
idh3a	IDH3A	ortholog_one2one	1	1
idh3b	IDH3B	ortholog_one2one	1	1
idh3g	IDH3G	ortholog_one2one	1	1
idi1	IDI1	ortholog_one2many	1	2
idi1	IDI2	ortholog_one2many	1	2
ids	IDS	ortholog_one2one	1	1
ier3ip1	IER3IP1	ortholog_one2one	1	1
ier5	IER5	ortholog_one2one	1	1
ier5l	IER5L	ortholog_one2one	1	1
ifih1	IFIH1	ortholog_one2one	1	1
ifit11	IFIT1	ortholog_many2many	1	5
ifit11	IFIT1B	ortholog_many2many	1	5
ifit11	IFIT2	ortholog_many2many	1	5
ifit11	IFIT3	ortholog_many2many	1	5
ifit11	IFIT5	ortholog_many2many	1	5
ifit12	IFIT1	ortholog_many2many	1	5
ifit12	IFIT1B	ortholog_many2many	1	5
ifit12	IFIT2	ortholog_many2many	1	5
ifit12	IFIT3	ortholog_many2many	1	5
ifit12	IFIT5	ortholog_many2many	1	5
ifit14	IFIT1	ortholog_many2many	0	5
ifit14	IFIT1B	ortholog_many2many	0	5
ifit14	IFIT2	ortholog_many2many	0	5
ifit14	IFIT3	ortholog_many2many	0	5
ifit14	IFIT5	ortholog_many2many	0	5
ifitm5	IFITM5	ortholog_one2one	1	1
ifngr1	IFNAR2	ortholog_many2many	0	4
ifngr1	IFNGR1	ortholog_many2many	0	4
ifngr1	IL10RA	ortholog_many2many	0	4
ifngr1	IL22RA1	ortholog_many2many	0	4
ifnlr1	IFNAR2	ortholog_many2many	0	4
ifnlr1	IFNGR1	ortholog_many2many	0	4
ifnlr1	IL10RA	ortholog_many2many	0	4
ifnlr1	IL22RA1	ortholog_many2many	0	4
ifnphi3	IFNA1	ortholog_many2many	0	17
ifnphi3	IFNA10	ortholog_many2many	0	17
ifnphi3	IFNA13	ortholog_many2many	0	17
ifnphi3	IFNA14	ortholog_many2many	0	17
ifnphi3	IFNA16	ortholog_many2many	0	17
ifnphi3	IFNA17	ortholog_many2many	0	17
ifnphi3	IFNA2	ortholog_many2many	0	17
ifnphi3	IFNA21	ortholog_many2many	0	17
ifnphi3	IFNA4	ortholog_many2many	0	17
ifnphi3	IFNA5	ortholog_many2many	0	17
ifnphi3	IFNA6	ortholog_many2many	0	17
ifnphi3	IFNA7	ortholog_many2many	0	17
ifnphi3	IFNA8	ortholog_many2many	0	17
ifnphi3	IFNB1	ortholog_many2many	0	17
ifnphi3	IFNE	ortholog_many2many	0	17
ifnphi3	IFNK	ortholog_many2many	0	17
ifnphi3	IFNW1	ortholog_many2many	0	17
ifrd1	IFRD1	ortholog_one2one	1	1
ifrd2	IFRD2	ortholog_one2one	1	1
ift172	IFT172	ortholog_one2one	1	1
ift20	IFT20	ortholog_one2one	1	1
ift22	IFT22	ortholog_one2one	1	1
ift52	IFT52	ortholog_one2one	1	1
ift57	IFT57	ortholog_one2one	1	1
ift74	IFT74	ortholog_one2one	0	1
ift80	IFT80	ortholog_one2one	1	1
ift81	IFT81	ortholog_one2one	1	1
ift88	IFT88	ortholog_one2one	1	1
igbp1	IGBP1	ortholog_one2many	1	2
igbp1	IGBP1C	ortholog_one2many	1	2
igf1	IGF1	ortholog_one2many	1	1
igf1ra	IGF1R	ortholog_one2many	1	1
igf1rb	IGF1R	ortholog_one2many	1	1
igf2a	IGF2	ortholog_one2many	0	1
igf2b	IGF2	ortholog_one2many	0	1
igf2bp2a	IGF2BP2	ortholog_one2many	1	1
igf2bp3	IGF2BP3	ortholog_one2one	1	1
igf2r	IGF2R	ortholog_one2one	1	1
igfbp1a	IGFBP1	ortholog_one2many	1	1
igfbp1b	IGFBP1	ortholog_one2many	0	1
igfbp2a	IGFBP2	ortholog_one2many	1	1
igfbp2b	IGFBP2	ortholog_one2many	1	1
igfbp3	IGFBP3	ortholog_one2one	1	1
igfbp5a	IGFBP5	ortholog_one2many	1	1
igfbp5b	IGFBP5	ortholog_one2many	1	1
igfbp6b	IGFBP6	ortholog_one2many	0	1
igfbp7	IGFBP7	ortholog_one2one	1	1
igfn1.1	IGSF22	ortholog_one2many	0	1
ighmbp2	IGHMBP2	ortholog_one2one	1	1
igsf11	IGSF11	ortholog_one2one	1	1
igsf21a	IGSF21	ortholog_one2many	1	1
igsf21b	IGSF21	ortholog_one2many	1	1
igsf3	IGSF3	ortholog_one2one	1	1
igsf8	IGSF8	ortholog_one2one	0	1
ihha	DHH	ortholog_one2many	0	1
ihhb	DHH	ortholog_one2many	0	1
ik	IK	ortholog_one2one	1	1
ikbkb	IKBKB	ortholog_one2one	1	1
ikbke	IKBKE	ortholog_one2one	1	1
ikbkg	IKBKG	ortholog_one2one	0	1
ikzf1	IKZF1	ortholog_one2one	1	1
ikzf5	IKZF5	ortholog_one2one	1	1
il10ra	IFNAR2	ortholog_many2many	0	2
il10ra	IFNGR1	ortholog_many2many	0	2
il10rb	IFNAR1	ortholog_one2one	0	1
il11ra	CRLF2	ortholog_many2many	0	11
il11ra	GHR	ortholog_many2many	0	11
il11ra	IL11RA	ortholog_many2many	0	11
il11ra	IL12RB1	ortholog_many2many	0	11
il11ra	IL13RA1	ortholog_many2many	0	11
il11ra	IL23R	ortholog_many2many	0	11
il11ra	IL27RA	ortholog_many2many	0	11
il11ra	IL2RG	ortholog_many2many	0	11
il11ra	IL3RA	ortholog_many2many	0	11
il11ra	IL6R	ortholog_many2many	0	11
il11ra	OSMR	ortholog_many2many	0	11
il12a	IL12A	ortholog_one2many	0	1
il12ba	IL12B	ortholog_one2many	0	1
il13ra2	IL13RA2	ortholog_one2one	0	1
il15	IL15	ortholog_one2one	0	1
il17a/f3	IL17F	ortholog_one2many	0	1
il17d	IL17D	ortholog_one2one	1	1
il17rd	IL17RD	ortholog_one2one	1	1
il1b	IL1B	ortholog_many2many	0	8
il1b	IL1F10	ortholog_many2many	0	8
il1b	IL1RN	ortholog_many2many	0	8
il1b	IL36A	ortholog_many2many	0	8
il1b	IL36B	ortholog_many2many	0	8
il1b	IL36G	ortholog_many2many	0	8
il1b	IL36RN	ortholog_many2many	0	8
il1b	IL37	ortholog_many2many	0	8
il1fma	IL1B	ortholog_many2many	0	8
il1fma	IL1F10	ortholog_many2many	0	8
il1fma	IL1RN	ortholog_many2many	0	8
il1fma	IL36A	ortholog_many2many	0	8
il1fma	IL36B	ortholog_many2many	0	8
il1fma	IL36G	ortholog_many2many	0	8
il1fma	IL36RN	ortholog_many2many	0	8
il1fma	IL37	ortholog_many2many	0	8
il1rapl1a	IL1RAPL1	ortholog_one2many	1	1
il1rapl1b	IL1RAPL1	ortholog_one2many	1	1
il1rapl2	IL1RAPL2	ortholog_one2one	1	1
il20ra	IL20RA	ortholog_one2one	0	1
il21r.1	IL2RB	ortholog_one2many	0	1
il23r	IL12RB2	ortholog_one2one	0	1
il2rb	IL2RB	ortholog_one2many	0	1
il2rga	IL27RA	ortholog_many2many	0	3
il2rga	IL2RG	ortholog_many2many	0	3
il2rga	IL3RA	ortholog_many2many	0	3
il2rgb	IL27RA	ortholog_many2many	0	3
il2rgb	IL2RG	ortholog_many2many	0	3
il2rgb	IL3RA	ortholog_many2many	0	3
il4r.1	EPOR	ortholog_one2many	0	1
il6r	CRLF2	ortholog_many2many	0	11
il6r	GHR	ortholog_many2many	0	11
il6r	IL11RA	ortholog_many2many	0	11
il6r	IL12RB1	ortholog_many2many	0	11
il6r	IL13RA1	ortholog_many2many	0	11
il6r	IL23R	ortholog_many2many	0	11
il6r	IL27RA	ortholog_many2many	0	11
il6r	IL2RG	ortholog_many2many	0	11
il6r	IL3RA	ortholog_many2many	0	11
il6r	IL6R	ortholog_many2many	0	11
il6r	OSMR	ortholog_many2many	0	11
ildr1a	ILDR1	ortholog_one2many	0	1
ildr1b	ILDR1	ortholog_one2many	0	1
ildr2	ILDR2	ortholog_one2many	1	1
ilf2	ILF2	ortholog_one2one	1	1
ilf3b	ILF3	ortholog_one2one	1	1
ilk	ILK	ortholog_one2one	1	1
ilkap	ILKAP	ortholog_one2one	1	1
ilvbl	HACL2	ortholog_one2one	1	1
immp2l	IMMP2L	ortholog_one2one	1	1
immt	IMMT	ortholog_one2one	1	1
imp3	IMP3	ortholog_one2one	1	1
imp4	IMP4	ortholog_one2one	1	1
impa1	IMPA1	ortholog_one2one	1	1
impa2	IMPA2	ortholog_one2one	0	1
impact	IMPACT	ortholog_one2one	1	1
impdh1a	IMPDH1	ortholog_one2many	1	1
impdh1b	IMPDH1	ortholog_one2many	1	1
impdh2	IMPDH2	ortholog_one2one	1	1
inaa	INA	ortholog_one2many	1	1
inab	INA	ortholog_one2many	1	1
ing1	ING1	ortholog_one2one	0	1
ing2	ING2	ortholog_one2one	1	1
ing3	ING3	ortholog_one2one	1	1
ing4	ING4	ortholog_one2one	1	1
